Name,Stand,Address,Website,Facebook,Instagram,Youtube,LinkedIn,Twitter,Description
EL Kouery Inc,Hall: Hall 2 Stand: G2-28,"2000 McGill college Suite 600 ,Montreal ,Quebec ,Canada ",http://www.koueryinc.com,,,,,,
Elite Naturel Organik Gida San. Ve Tic. A.S.,Hall: Za'abeel Hall 2 Stand: Z2-F4,"Mustafa Kemal Mah. 2159. Sokak No: 6/8, 06520 Cankaya - Ankara ,06520 ,Turkey ",https://www.elitenaturel.com,,,,,,"Elite Naturel is the leading Organic Cold-Pressed Juice/Puree producer in Turkey with more than 8.000 contracted farmers in their own plantations and processing all fruits and vegetables in our own facilities. We are producing and exporting end-products in Bottles, Pouches, and Bag-in-Box to several countries and cooperating with key accounts globally. Apart from our own branded products, we also craft private-label products for your brand.Along with our capabilities of supplying finished end products, we also supply single ingredients and/or mixed blends-compounds as bulk such as juice, puree, puree concentrate, and juice concentrate in 210Kg aseptic drums. We are experienced and provide customer-oriented solutions in B2B."
El Hussein Group,Hall: Al Mustaqbal Plaza Stand: HP2-J9,"Abou El Matamir, 7 A Syria Street, Roushdy, Alex ,Beheira ,Egypt ",https://www.elhusseincrops.com,,,,,,
Elita gida san. Ve tic. A.s.,Hall: Za'abeel Hall 1 Stand: Z1-E40,"Elita Gida ,Yolgecen Mh. 4001 Sk. No:3 Seyhan ,Seyhan/Adana ,Türkiye ,Turkey ",https://elitagida.com.tr/en/home/,https://www.facebook.com/sunarincebelli,https://www.instagram.com/sunaryag/,,https://www.linkedin.com/company/elitagida/,https://twitter.com/incebellisunar,"Elita Gida, a Sunar company, was founded in 2006 for the production and sales of quality and healthy edible oil, processing oil seeds grown in Turkey. Sunar corn, sunflower, Omega 3 oils and Vitamin D oils which Elita Gida offers to market in accordance with ‘’From Seed To Table’’ food safety chain is the demanded edible oil brand of world cuisine and Turkish cuisine. Other than retail products, sunflower, corn, canola and other cooking oils produced with the purpose of industrial / horeca consumption are offered for professionals and processed food companies with the ""Sunar Professional"" brand. Elita Gida is one of the few integrated production facilities in Turkey, it incorporates crude oil production, extraction, refining, and filling operations, and process oil seeds that procued directly from farmers into a final product. Elita Gida is one of the most modernized edible oil production facilities in Turkey with its advanced technology and automated infrastructure that minimizes human error at every stage of production. Elita Gida, which gives the utmost importance to food safety, not only offers quality products to consumers and reliable services with the Quality Management Department, laboratories, expert personnel and technological infrastructure that it formed with the understanding of superior quality but also works as the region’s arbitrator laboratory. Elita Gida has the “ISO 9001 Quality Management System”,“ISO 22000 Food Safety Management System”,“ISO 10002 Customer Satisfaction Management System”,“Halalen Tayyiben Certificate”,”Halal Certificate of Compliance”,“FSSC 22000 Food Safety System”,“KOSHER”,”ISO 27001 Information Security Management System”,“OHSAS 18001 Occupational Health and Safety Management System”,“ISO 14001 Environmental Management System”,“IQNET”,“Certificate of Conformity to Turkish Standards”and“ TSE Covid 19 Safe Production. Elita Gida is ranked on the ISO 500, which is prepared by the Istanbul Chamber of Industry and lists the industrial giants of Turkey, and has been among largest companies in Turkey."
Comex Company S.R.L.,Hall: Shk Saeed Hall 1 Stand: S1-E52,"Plgo. Ind. Cortijo, Avda. ColÃ³n, s/n ,Alguazas ,Italy ",http://www.cvasalguazas.com,,,,,,
Commodities Exchange,Hall: Shk Saeed Hall 1 Stand: S1-D47,"Carretera Libre Estatal Los Mochis San Blas Km 14 Margen Derecho ,Carretera Libre Estatal Los Mochis San Blas Km 14 Margen Derecho ,United Kingdom ",http://www.conservasdelnorte.com,,,,,,
Elmar Crete S.A.,Hall: Shk Saeed Hall 1 Stand: S1-H57,"Kimitirion 5, Kalochori ,Thessaloniki ,Thessaloniki ,57009 ,Greece ",http://www.elmarcrete.gr,,,,,,"ELMAR Crete founded in 2011 by its major shareholder I. Kokolinakis SA, created by Nikolaos Kokolinakis. He has been trading the most qualitative olive oils from Crete, especially from Chania, since 1956 and olives since 2016. The experience and knowledge was given as legacy to the new group company, in order to continue gathering, standardization and trading of olive oil, offering products of superior quality. ELMAR is housed in a 2500 square meters property and the facilities are equipped with ultra modern bottling machines. The investment was entirely made with equity capital. Our basic concern is the continuous modernization of machinery and the innovation in production activity."
Comnet Exhibitions Pvt. Ltd.,Hall: Trade Centre Arena Stand: S-113,"C-103, Okhla Industrial Estate, Phase III ,New Delhi ,India ,110020 ,India ",https://www.comnetexhibitions.com/,,,,,,..
Elysee Food & Lactavit,Hall: Hall 1 Stand: E1-24,"10, rue de Hedee ,Domloup ,France ",http://www.elyseefood.com,,,,,,
Compagnia Mercantile D'Oltremare S.R.L.,Hall: Za'abeel Hall 1 Stand: Z4-F40,"Corso Garibaldi, 148 ,Salerno ,Italy ",http://www.cmdo.it,,,,,,
Elvan Food Ind. Co.,Hall: Shk Maktoum Hall Stand: M-A4,"Tevfikbey Mh Sehit Erol Olcok Cd 26 ,Sefakoy Kucukcekmece  Istanbul ,istanbul ,34295 ,Turkey ",http://www.elvan.com.tr,https://tr-tr.facebook.com/elvangroup/,https://www.instagram.com/elvangroup/,https://www.youtube.com/channel/UCfYixOHbFg-UfqXUwbu_Q4g,https://tr.linkedin.com/company/elvangroup1,https://twitter.com/elvangroup1,"The Foundation of Elvan Group was set in 1952 and produces a wide range of products including confectionary, chocolate, jelly, hard and soft candy, beverage and markets them internationally."
Conservas Oderich,Hall: Trade Centre Arena Stand: S-J26,"Rua Oderich 807 Centro ,Rio grande do sul ,95760-000 ,Brazil ",http://www.oderich.com.br/en,,,,,,
Comprital S.p.A.,Hall: Za'abeel Hall 1 Stand: A1-34,"Via Verdi, 53 ,Settala ,Italy ",http://www.comprital.com,,,,,,
Conserve Italia Soc. Coop. Agricola,Hall: Shk Saeed Hall 1 Stand: S1-E40,"Ruta Transchaco, Km 28.5 ,Italy ",http://www.neuland.com.py/frigo,,,,,,
Confiture L Ardennaise S.A,Hall: Shk Saeed Hall 2 Stand: S2-D23,"Route De Marche 2 ,Xhoris ,Belgium ",https://www.confiturelardennaise.com,,,,,,
Consolidated Biscuit Co. Ltd.,Hall: Trade Centre Arena Stand: S-L34,"Triq l-Imdina, Zone 4, ,Central Business District, ,Birkirkara ,Malta ",http://www.consolidatedbiscuit.eu,,,,,,
Consar S.p.A.,Hall: Shk Saeed Hall 1 Stand: S1-D26,"Via Pizzone 13, zona ASI ,Mercato San Severino (SA) ,Italy ",https://www.consaritaly.it,,,,,,
Cooperativa Central Aurora de Alimentos,Hall: Hall 3 Stand: D3-34,"Av. Santos Dumont, 1211 - Cumbica ,Guarulhos - SP ,Brazil ",https://www.auroraalimentos.com.br,,,,,,
Consorzio Latterie Virgilio,Hall: Za'abeel Hall 1 Stand: A1-28,"Viale della Favorita 19 ,Mantova ,46100 ,Italy ",https://www.consorzio-virgilio.it/,https://www.facebook.com/consorziovirgilio,https://www.instagram.com/consorziovirgilio/,https://www.youtube.com/user/ConsorzioVirgilio,,,"Consorzio Latterie Virgilio is a second level cooperative composed by more than 50 dairy partners and 1.500 farmers and represents an excellence in the production of butter, cream and mascarpone. In addition, is the only Italan reality that brings together producers of Grana Padano DOP and Parmigiano Reggiano DOP. The whole supply chain is carefully supervised and thanks to the usage of purely italian raw materials the high quality of our products is guaranteed."
Continental Resources Sdn Bhd - MY,Hall: Al Mustaqbal Plaza Stand: HP2-140,"Lot 2239, Jalan Rajawali, Batu 9 ,Kg. Kebun Baru, Telok Panglima Garang ,Kuala Langat ,SELANGOR ,42500 ,Malaysia ",http://www.crsb.com.my,,,,,,"Continental Resources Sdn Bhd (CRSB) was founded in 1988 in Malaysia and after 34 years of tireless and relenting effort, the company has established itself as one of the leading manufacturers of edible oils. In 2014, CRSB became a wholly owned subsidiary of C.I. Holdings Berhad, a company listed on the Main Board of the Malaysian Stock Exchange (Bursa Malaysia). Since its establishment, the Company has grown and now has 3 production plants capable of meeting the multitude of customer demands ranging from 250ml PET bottle to 190kg drums. The production lines have been upgraded over the years and have integrated the use of advance machinery such as auto-filling machines, auto-packing machines and robotic arms to facilitate production efficiency. CRSB also manufactures jerry cans of multiple sizes"
Continental Biscuits Limited,Hall: Za'abeel Plaza Stand: ZP-E42,"QM Building 12 Floor ,Plot # BC 15 Block 7 ,Karachi ,Pakistan ,75600 ,Pakistan ",https://www.continentalbiscuits.com.pk,,,,https://www.linkedin.com/company/continental-biscuit-limited/,,"Continental biscuits limited (CBL) Was founded in 1984. It is now a joint venture with Mondelez International. For more than three decades CBL is engaged in the manufacturing and marketing of the brand LU. We have an array of products which are pre-eminent in the branded biscuit business both in Pakistan and abroad. Our unrivalled portfolio of brands has been meeting consumer needs for well over three decades and includes such favourites as Oreo, Tuc, Prince Candi and Tiger. We produce some of the best-known crackers, cream variants, plain and ingredient-based biscuits. We have state of the art manufacturing plant to cater to the best quality that can be measured by any international standards. We have multiple ISO certificates which is a testament to our commitment to quality."
Coombe Castle - GB,Hall: HALL2 Stand: B2-27,"The Creamery, Western Way, Melksham ,Wiltshire ,SN12 8 FH ,United Kingdom ",http://www.coombecastle.com,,,,,,
Cooperativa Nacional De Productores De Leche (Conaprole) - UY,Hall: Hall 1 Stand: A1-21,"Nueva York 1648 1er Piso ,Montevideo ,Uruguay ",http://www.conaprole.com.uy,,,,,,
Cooperativa Chortitzer Ltda.,Hall: Al Mustaqbal Plaza Stand: HP2-A13,"Lácteos Trebol ,Avenida Central ,Reiher Strasse ,Loma Plata ,Loma Plata ,cdc883 ,Paraguay ",https://lacteostrebol.com.py/,,,,,,"Dairy production: Lácteos Trebol It all started in 1951 when Trebol began purchasing raw milk from farmers/ members of Cooperativa Chortitzer Ltda. Because of the distance between farmers and the market and the limited infrastructure in cooling technology, production began with butter and cheese production. In the 80's ""Lácteos Trebol"" set up the first ever long-shelflife milk factory (UHT) in Paraguay. By continuously innovating and investing in new technologies, today over 150 million litres of raw milk are processed annually. Through several different departments, Cooperativa Chortitzer Ltda. assists their farmers in the production process with technical assitance, production loans, milking technologies, ambulant clinic, farmer field days, milk storage service of the dairy farms, marketing and also the distribution and sale of the elaborated products."
CoopÃ©rative Isigny Sainte MÃ¨re,Hall: Hall 1 Stand: F1-24,"2 rue du Docteur Boutrois ,Isigny sur Mer   ,14230 ,France ",https://www.isigny-ste-mere.com/,,https://www.instagram.com/isignystemere/,,https://www.linkedin.com/company/isigny-ste-m-re,,"Founded in 1909 in Normandy, Isigny Sainte-Mère is internationally renowned for its milk products produced in keeping with tradition and in line with the highest quality standards. Starting with milk collected from our 650 producers, we use the fat to produce Butters, Creams and Cheeses with distinct flavours that are internationally acclaimed, and the skimmed milk to produce infant milk formula."
BIOLITE SCIENTIFIC FZE,Hall: The Pavilion Stand: T-BI0,"REGUS OFFICES ,United Arab Emirates ",http://www.agarinl.com,,https://instagram.com/agariinternational?igshid=YmMyMTA2M2Y=,,https://www.linkedin.com/company/agari-international-nl/,,"Agari International NL B.V established in 2021 as part of the Agari group Brexit strategy, with a primary objective of becoming one of the leading distributors and exporters of commercial goods worldwide. Agari international NL is headquartered in Netherlands and has enabled us to develop a network of distributors globally, which gives us a competitive edge over other SME’s. We provide an end-to-end solution across the value chain; from launching consumer goods, sales & distribution, logistics, marketing and other value-added services. The expertise acquired through early trade has given us a competitive edge over other SME’s around the world. This unique combination has allowed us to branch out into becoming venture capitalists, enabling us to partner with innovative entrepreneurs and to help them develop their ideas into practical solutions. Their differentiated and proprietary edge will allow them to build a great brand and a robust, healthy business. Our global partnerships with our reputed and reliable suppliers have allowed us to expand well within the consumer sector. Our expertise in overseas sourcing, supply chain management and our alliance with major strategic partners has empowered us to enhance our customer base globally. Although we attach great importance to our operational processes to improve our efficiency, we are continuously striving to improve customer experience."
Birdem Gida San. Ve Tic. A.S.,Hall: Shk Maktoum Hall Stand: M-A40,"1. Osb Mah. 13. Cad. No: 8 Yesilyurt ,Malatya ,Turkey ",http://www.birdemgida.com,,,,,,
Biospicefoods,Hall: Trade Centre Arena Stand: S-J46,"Rodovia Governador Mario Covas, ,Linhares ,Espirito Santo ,Brazil ",http://www.biospicefoods.com.br/idioma/en_us,,,,,,
Biosteel Sports Nutrition,Hall: Shk Saeed Hall 2 Stand: S2-F29,"87 Wingold Ave, Unit 1 ,Toronto ,ON ,Canada ",http://www.biosteel.com,,,,,,
BioProductsEU,Hall: Za'abeel Hall 3 Stand: Z3-C11,"1st Km ONR Alexandria-Veria ,GR 59300 Imathia ,Thessaloniki ,Greece ",,,,,,,
Biscottificio Verona S.R.L. - IT,Hall: Shk Saeed Hall 1 Stand: S1-E26,"Via Piccinato, 4 ,Legnago (Vr) ,Italy ",http://www.biscottificioverona.com,,,,,,
Biscolarge Dorna,Hall: Shk Rashid Hall Stand: R-S47,"No. 24, Villa Station, Kaveh St., 28 Km. Tehran - Karaj Highway ,karaj ,3163683945 ,Iran, Islamic Republic of ",http://www.dorna-co.com,,,,,,
"BIXA, Sociedad Anonima",Hall: Za'abeel Hall 6 Stand: Z6-24,"Calzada Atanasio Tzul ,42-85 zona 12 ,Guatemala ,Guatemala ,01012 ,Guatemala ",https://www.cardamom.com,,,,,,"Cardex has grown to be the largest exporter of cardamom in the world. We take pride in our cardamom. We provide the best qualtiy cardamom and the most reliable service in the industry and our quality is recognized worldwide ad being the best commercially available in the market. Our large processing capacity will guarantee prompt shipment, availability of freshness of our products by using the most modern equipment in the industry that together with our staff allow us to export more than 12,000 cardamom tons per year."
BLG Kardesler GmbH - DE,Hall: Shk Saeed Hall 2 Stand: S2-G34,"Wattstrasse 2-10 ,Mannheim ,Germany ",https://www.baktat.com,,,,,,
BLG International Hing Pvt. Ltd.,Hall: Trade Centre Arena Stand: S-A22,"Plot No A-241,TTC Industrial Area, Mahape MIDC, ,Near Mahape Police Station ,Navi Mumbai ,Maharashtra ,India ",http://www.blghing.com,,,,,,
Blue Whale,Hall: Shk Saeed Hall 2 Stand: S2-A4,"1205 Avenue de FalguiÃ¨res ,Montauban ,France ",http://www.blue-whale.com,,,,,,
Blooming Foods FZCO - AE,Hall: The Pavilion Stand: TP-50,"P.O.Box17436 ,TechnoPark ,Dubai ,United Arab Emirates ",https://www.bloomingfoods.ae,,,,,,
Bogawantalawa Tea Ceylon (Pvt) Ltd,Hall: Za'abeel Hall 2 Stand: Z2-F32,Sri Lanka ,,,,,,,
Bolas Agro Private Limited,Hall: Za'abeel Hall 3 Stand: Z3-E34,"Ground Floor, Kedinje ,Karkala, Udupi Dist, Karnataka State ,India ,574110 ,India ",https://www.bolas.co.in,https://www.facebook.com/bolasindia/,https://www.instagram.com/bolas.india/,,https://in.linkedin.com/company/bolas2005,https://twitter.com/bolasindia,"Leading Manufacturers and exporters of Coffee Beans, Cashew kernels from India and Vietnam. Importers and retailers of Almond, Pista, Dried Figs, Dates, Walnuts, Hazelnuts, Macadamia, Pecan, Brazil nut, Raisins, Berries"
Bonomi S.P.A.,Hall: Shk Saeed Hall 1 Stand: S1-F59,"Frist Industrial Zone(A) ,Blot No.10 Block No.13037 El Obour ,Italy ",http://www.bostana.com,,,,,,
BONDUELLE,Hall: Shk Saeed Hall 2 Stand: S2-B4,"La woestyne ,Renescure ,France ",http://www.bonduelle.fr,,,,,,
Bonart Gida San. Ve Tic. A.S.,Hall: Shk Maktoum Hall Stand: M-C52,"Inonu Mah. Gebze Guzeller Osb, Osmangazi Caddesi, No:4, Gebze- Kocaeli ,Kocaeli ,Turkey ",http://www.bonartfood.com/tr/,,,,,,
Bosca S.p.A.,Hall: Za'abeel Hall 1 Stand: Z2-B95,"Via Canelli, 100 ,Costigliole d'Asti (AT) ,Italy ",http://www.bosca.it,,,,,,
Bony Acai,Hall: Za'abeel Hall 2 Stand: Z2-D52,"Rodovia PA 151 SN KM 73  Sao Jeronimo  Igarape Miri  Para ,Igarape Miri ,Para ,68430-000 ,Brazil ",https://bonyacai.com/,,,,,,
Bonoil LTD,Hall: Za'abeel Hall 6 Stand: Z6-A48,"Bonoil ,PO Box 2, Ivan Vazov Str ,Yambol ,Yambol ,8600 ,Bulgaria ",http://www.bonoil.com,https://www.facebook.com/bonoilseeds/,https://www.instagram.com/bonoilseeds/?hl=en,,https://www.linkedin.com/company/18603963/admin/,,"Located in Bulgaria (100 km from port Burgas), BonOil is a leading company for sunflower kernels and oil. Our dehulling factory has the newest technology, which ensures the highest quality with the best performance. BonOil is one of the largest sunflower oil producers in Bulgaria: -15 years of operation in the oils and oilseeds market -80 tons per day - capacity of the line for bottling vegetable oil into PET packaging -100 tons per day production capacity of sunflower kernels -250 tons per day - sunflower husk pellets production capacity Great Export Potential - BonOil sends its products to almost 30 countries"
Borde SA - FR,Hall: Shk Saeed Hall 2 Stand: S2-B17,"BP 4  Les Gardelles ,Saugues ,43170 ,France ",http://www.borde.fr,,,,,,
Bostani,Hall: Shk Saeed Hall 2 Stand: S2-D7,"Rue CÃ©sar de Paepe 51 ,Vivegnis ,Belgium ",https://www.bostanichocolate.com/fr-eu,,,,,,
Boston Agrex LLC,Hall: Hall 4 Stand: E4-50,"295 Washington St ,Norwell ,Massachusetts ,United States ",,,,,,,
Boutique Beverages Trading International FZ-LLC,Hall: Concourse 2 Stand: CCR-15,"B12-538, Academic Zone ,01-Business Center 5, RAKEZ Business Zone ,Ras Al Khaimah ,United Arab Emirates ",,,,,,,
Bozkale Gida Ltd. Åžti.,Hall: Shk Rashid Hall Stand: R-S45,"1. OSB 8. Cadde No. 18 Yesilyurt ,Malatya ,Iran, Islamic Republic of ",,,,,,,
Datar & Sons Limited LLC,Hall: Za'abeel Plaza Stand: ZP-23,"Datar & Sons Limited LLC ,Plot :0502, Al Wasit Power Station Road ,New Industiral Area -2 ,Ajman ,United Arab Emirates ,22288 ,United Arab Emirates ",http://www.datarspices.ae,https://www.facebook.com/DATAR-SPICES-124345344250156/,https://www.instagram.com/datarspices/,https://www.youtube.com/channel/UCNYzERH6wROyn83GNCmE3zA,,https://twitter.com/datarspices?lang=en,"Datar & Sons is an ISO & HALAL certified company and holder of an industrial license in Ajman, U.A.E. for manufacturing, packaging, supply, and marketing. Our focus on optimization and innovative production is key to our products being billed as tasty, fresh, and among the best in the market. Datar & Sons Ltd. is a name associated with quality foodstuff for the last 30 years. Since our inception, we have strived to provide the migrant Asian community with the spices of their homeland, right at their doorstep. Our resolve to serve them has been the driving force behind our mission. We are also one of the largest trading houses in the United Arab Emirates, importing and exporting spices and grains from all over the world. Leveraging our manufacturing and trading abilities, we have expanded into packaged foodstuff with the introduction of our own brand of daily consumption products. Today we are led by the highly dedicated, experienced, and professional expert Mr. Sanjay M. Datar. The force behind the company’s success is his dedicated research and development along with his obsession for continual improvement and innovation in daily consumption products. Our production, processing, and packaging procedure have been aligned to be the best in class. Our diligently sourced raw materials are put through an extensive cleaning process before they are processed in our manufacturing plant. All products are then put through stringent quality tests before being packaged and stored at our cold storage. This process ensures that our fresh, tasty products remain that way until their use."
dAucy Eureden Group,Hall: Shk Saeed Hall 2 Stand: S2-C33,"Cs 22129 ,Z.A. St Leonard Nord ,Vannes cedex ,France ",https://www.eureden.com,,,,,,
Darshan Kirpa General Trading LLC,Hall: Za'abeel Plaza Stand: ZP-12,"""Darshan Kirpa General Trading LLC Shop no. : 4,5,  P.o. Box : 120078, Opp to House Mart, Near Gold Souq, Al Ras, Deira ,United Arab Emirates ",https://darshankirpa.com/,,,,,,"Established in 2009, Darshan Kirpa General Trading LLC is a Dubai based, privately owned wholesale trading company. Darshan Kirpa General Trading is a distributor and manufacturer of various general trading items. We have established ourselves as a reliable and competent supplier of high-quality products to clients in Africa, Asia and the Middle East. The repertoire of products comprises beauty products, lubricants , stationery , electrical items, bakery items ,milk powder , confectionery , food and beverages, household goods and various general trading items."
Day and Night Ltd.,Hall: Trade Centre Arena Stand: S-158,"5 Ivan Momchilov Str. ,Gorna Oryahovitsa ,Veliko Tarnovo ,5100 ,Bulgaria ",https://www.dayandnightwafers.com/en,https://www.facebook.com/Borovets.wafers.biscuits/,https://www.instagram.com/borovets.wafers.biscuits/,,,,"Day and Night LTD is one of the biggest wafer manufacturers in Bulgaria. We produce wide variety of wafers, biscuits and cakes, different in taste and size, under the brand names Borovets, Day&Night, Yuppie and Yolli. Our Food Safety and Quality Management Systems are certified to ISO 9001:2015, ISO 22000:2018 and FSSC 22000."
DCB Trading LLC,Hall: Za'abeel Plaza Stand: ZP-B50,United Arab Emirates ,,,,,,,
Daroma S.p.A.,Hall: Za'abeel Hall 1 Stand: Z2-D98,"Via Peroni, 130 ,Roma ,Italy ",http://www.daroma.it,,,,,,
De Matteis Agroalimentare S.p.A.,Hall: Za'abeel Hall 1 Stand: Z1-C23,"Via Amoretta â€“ Parco S. Nicola, 6 ,Avellino ,83100 ,Italy ",http://www.pastabaronia.it,,,,,,
Defaf Al Nahrayn,Hall: Za'abeel Hall 2 Stand: Z2-E40,"Al Qastal ,Amman ,Jordan ",http://www.defafalnahrayn.com,,,,,,
Del Tropico - GT,Hall: Za'abeel Hall 6 Stand: Z6-E18,"20 Calle Final, km 6.8 Carretera a Muxbal ,Complejo Pradera Ofibodega ,Guatemala city ,1009 ,Guatemala ",https://www.deltropico.com,,,,,,
Delicius Rizzoli SPA,Hall: Shk Saeed Hall 1 Stand: S1-G55,"Via Micheli 2 ,San polo ditorrile ,43056 ,Italy ",http://www.delicius.it,,,,,,
Del Monte Foods (UAE) FZE - AE,Hall: Concourse 2 Stand: CCM-21,"P.O. Box 294484 ,Al Aweer Fruit&Veg Market ,Ras Al Khor ,United Arab Emirates ",http://me.freshdelmonte.com,https://www.facebook.com/DelMonteArabia,http://instagram.com/delmontearabia,https://www.youtube.com/user/DelMonteArabia,https://www.linkedin.com/company/delmontemena/,https://twitter.com/DelMonteArabia,"We are one of the world’s leading vertically integrated producers, distributors, and marketers of fresh and fresh-cut fruits and vegetables. Our products include prepared fruit and vegetables, juices, beverages, snacks, and desserts, and are sold in more than 90 countries around the world. After many years of being present in the Middle East, Del Monte opened in 2007 its Regional Headquarter in Dubai, fortifying the proximity with its consumers and partners. Del Monte MENA is the successful combination of the expertise of more than 130-year multinational along with the local presence and understanding of the market. Our strategy remains firm on diversifying our product offering and expanding geographically."
Deas S.A.,Hall: Shk Saeed Hall 1 Stand: S1-G10,Greece ,,,,,,,
delikatessa GmbH,Hall: Shk Saeed Hall 2 Stand: S2-G4,"Berliner Strasse 49 ,Heidelberg ,Germany ",http://www.delikatessa.de,,,,,,
Delizia Bakery,Hall: Za'abeel Hall 1 Stand: S1-E49,"Corso Asti 26 ,Alba ,Italy ,12051 ,Italy ",http://www.deliziebakery.com/,,,,,,"We are a northern Italian manufacturer of bakery products and owners of the brands: Barbero, Gualino and Biscotti di Pamparato."
Delta Food Industries FZC,Hall: Hall 7 Stand: C7-40,"P.O. Box 122429 ,Plot No. E2-010, Saif Zone ,Sharjah ,United Arab Emirates ",http://www.deltafood.ae,,,,,,
Della Peruta Vincenzo S.p.A.,Hall: Shk Saeed Hall 1 Stand: S1-F60,"Via S. Antonio Abate 14 ,Scafati (SA) ,Italy ",http://www.dellaperutavincenzo.it,,,,,,
Demka GmbH,Hall: Shk Saeed Hall 3 Stand: S3-B33,"Organize Sanayi Bolgesi, Istiklal Mah. Gazi Bulvari. No: 181, 35170 Kemalpasa ,Germany ",https://www.dimes.com.tr,,,,,,
Demetra S.R.L.,Hall: Shk Saeed Hall 1 Stand: S1-E22,"DEMETRA SRL ,Via Roma 751 ,Talamona ,23018 ,Italy ",https://www.demetrafood.it,https://www.facebook.com/demetrafood/,https://www.instagram.com/demetrafood/,https://www.youtube.com/channel/UCz-t7HoOvDPNeaWpnBWD7Yw,https://it.linkedin.com/company/demetra-srl,,"Demetra Srl is an Italian manufacturer of top quality ingredients for appetizers, pizza, pasta and culinary creations for the professional users of the Food Service Sector around the world. The assortment consists of at about 500 products such as artichokes, mushrooms, vegetables, sauces, pasta e pizza creams, desserts and other food specialties preserved in can, jar and pouch format with the best innovative packaging methods. The Demetra growing success is made by the careful selection of the best fresh and seasonal raw materials and the perfect balance between Italian gastronomic tradition and modern cooking such as vacuum cooking at low temperature (Diva System method). For more details about our products, technologies, certifications, our creative gastronomic shows and all Demetra world, we suggest to visit our website www.demetrafood.it and download our catalogue. Demetra, from 1987, a successful Italian company committed to quality."
DG Global Inc.,Hall: Za'abeel Hall 4 Stand: Z4-56,"900 - 970 Lawrence Ave. West ,Toronto ,Ontario ,M6A 3B6 ,Canada ",http://www.dgglobal.ca,,,,,,"Fully owed Canadian company, processor and exporter of Oilseeds, Pulses, Cereals and feed ingredients with operations across Canada and USA. DG Global Inc. is one the largest containerized agricultural commodity exporters selling to local exporters and directly overseas. Our main products are: Oilseeds: Non-GMO soybeans, High Protein, GMO soybeans, Nato, canola, flaxseed and mustard. Pulses: Peas, green lentils, red lentils, chickpeas, faba beans, canary seed and colour beans. Cereals: Wheat, corn, oat flakes, Jockey oats, barley, rye. Feed ingredients: DDG’s, soybean meal, canola meal and feed grade of all mentioned products as well as certified ORGANIC/BIOLOGIC."
Dervisoglu Tarim Urunleri Tic. Ve San. Ltd. Sti.,Hall: Za'abeel Hall 5 Stand: Z5-C53,Turkey ,,,,,,,
Desai Foods Pvt Ltd,Hall: Trade Centre Arena Stand: S-B34,"Atur Chambers, 3rd Floor, 2 - A, ,Dr. Baba Saheb Ambedkar Road, Camp ,India ",http://www.mothersrecipe.com,https://www.facebook.com/imissmymothersrecipe/,https://www.instagram.com/mothers_recipe/?hl=en,https://www.youtube.com/@mothersrecipe,https://in.linkedin.com/company/desai-foods-private-limited-mother-s-recipe?trk=similar-pages,,"Desai Brothers Limited is now a 4th generation family owned business , The Desai Group has diversified business operations with interests in Food Processing, Specialty Chemicals, Real Estate, Health Care – Hospitals, Tobacco Processing, Logistics, Finance and Hospitality. DBL, diversified into Ethnic Food business in 2001 with the 'Mother's Recipe' brand and expanded it to all regions in India as well as 40 other countries in the world. Mother's Recipe is now the market leader in Indian Pickles, Curry Pastes & Condiments paste. Mother’s Recipe has been awarded the Superbrand status in India (3 yrs) , awarded as India’s Favorite Pickle – from India’s Consumer Choice, the Top 100 most Attractive Brands in India & Top 500 high growth food brands in Asia."
DGF LOGISTIQUE ET SERVICES,Hall: Shk Saeed Hall 2 Stand: S2-C53,"7 rue Henri Navier ,Chanteloup les vignes ,France ",http://www.dgf.fr/,,,,,,
"Diatosta - Industria Alimentar, SA",Hall: Trade Centre Arena Stand: S-M10,"Rua Professora Justa Ferreira Dias, No. 155 ,3810-867 Oliveirinha/Aveiro ,Aveiro ,Portugal ",http://www.diatosta.pt,,,,,,
Department of International Trade  Midlands,Hall: Shk Saeed Hall 1 Stand: S1-B34,"5 Merus Court Meridian Business Park ,Leicester ,United Kingdom ",http://www.great.gov.uk,,,,,,
Fayrefield Foods Ltd,Hall: HALL2 Stand: B2-21,"186 Vauxhall Street ,United Kingdom ",http://www.alwazahtea.com,,,,,,
FCV Marquis de France,Hall: Hall 4 Stand: G3-20,"Zone D Activities Le Chatelier II ,Rue du Chatelier ,St berthevin ,France ",https://www.fcv-sas.fr,,,,,,
Fazlani Exports Pvt. Ltd.,Hall: Za'abeel Hall 5 Stand: Z5-D58,"Gen 32, MIDC Mahape ,Navi Mumbai ,Maharashtra ,India ",http://www.fazlani.com,,,,,,
FELICI LLC,Hall: Trade Centre Arena Stand: S-H19,"Rigas gatve 8 ,Adazi ,Latvia ",http://www.muesligraci.lv,,,,,,
Federal Oats Mills Sdn Bhd,Hall: Al Mustaqbal Plaza Stand: HP2-E18,"PMT 1227 Lorong PSPN 2 Penang Science Park North ,Simpang Penang ,13400 ,Malaysia ",https://www.mycaptainoats.com,,,,,,
FG Drink Germany,Hall: Za'abeel Hall 3 Stand: Z3-G22,"Eichenweg 14 ,Limburgerhof ,Germany ",,,,,,,
